date,review,rating,isEdited,userName,title,developerResponse
2020-01-19 13:48:21,"Ho fatto un ordine a mezzanotte da mcdonalds  l’ordine è stato accettato , dalle 00:40 ho iniziato a contattare Glovo e nessuna risposta, non si poteva neanche cancellare l’ordine , all’una e 15 sono uscita di casa per andare a prendere l’ordine, arrivando li, la risposta era “non è un problema nostro, devi aspettare che arriva il fattorino “ ed era già 01:40 ho dovuto fare un casino per cancellare l’ordine. Roba da matti. Alla fine bastava non accettare l’ordine",1,False,thaisjad,Pessimo!,
2019-02-22 11:41:57,"Ho usato l’app più volte, con grande soddisfazione, fino al giorno in cui - per ragioni sconosciute - non sono riuscito a completare l’ordinazione. Apparentemente qualcosa nel mio account era, a dire di Glovo, sospetto, chiedendomi di contattare il supporto.
Primo contatto via app: nessuna reazione.
Settimane dopo, fatti aggiornamenti all’app, ho provato a ordinare nuovamente e nuovamente l’ordinazione si é incastrata chiedendo di contattare il supporto. Contattato supporto, ma ancora una volta nessuna reazione.
Molto fastidioso, evidentemente un altro developer da poco valore al supporto ...",1,False,gvehwvfsjfej,"App e servizio ottimo, supporto indecente",
2018-03-30 11:04:18,"L’idea sembra fantastica! Aspettavo da tempo un’app del genere, la grafica è bella, semplice e intuitiva. Le tre stelle sono dovute a fatto che purtroppo dopo averla scaricata non ho potuto usarla a causa della poca copertura nelle città. Abito in Friuli e sembra che nessun luogo sia disponibile, nemmeno il capoluogo. Attendo con impazienza di poterla provare e di poter cambiare le tre stelle in cinque!",3,False,ScricciolO8,Tre stelle sulla fiducia,"{'id': 2985142, 'body': 'Stiamo lavorando sodo per ampliare la zona di servizio e vorremmo crescere **garantendo un servizio veloce ed efficiente!**\n\nSe vuoi puoi indicarci la zona dove desideri essere servito; quando ci amplieremo sarai avvisato!\n\nGlovo App', 'modified': '2018-03-30T22:49:50Z'}"
2020-01-18 21:18:20,"Un’ora e quaranta minuti di attesa circa, quando ne erano previsti 35.... Contatti l’assistenza tramite app (unico canale) e non risponde nessuno! Servizio pessimo, usate altre aziende di consegna a domicilio",4,False,Gio82__,Pessimo servizio,"{'id': 12992269, 'body': 'Hola\n\nTe agradeceríamos que enviaras un email a appstorereviews@glovoapp.com con más detalles para que podamos ayudarte personalmente y resolver el problema.\n\nSi es posible, envíalo desde la misma dirección de email registrada en tu cuenta de Glovo.\n\n¡Quedamos a la espera de tu mensaje!', 'modified': '2020-01-19T02:48:08Z'}"
2019-07-27 15:52:54,"Bravi, portano tutto e sempre in orari accettabili. Ogni tanto hanno problemi con i corrieri, credo di comprensione dato che sono quasi tutti stranieri. Dalla chat non sempre riescono a rispondere alle domande su tempo ed eventuali ritardi, come normale si tengono larghi. Però cordiali e sempre veloci",5,False,Osvy29,Bene ma non benissimo,
2020-10-30 18:43:04,"Prima si tutto è velocissimo e riesci sempre a capire a che punto sta il tuo Glovo, cioè, tu, nall’app puoi vedere tutta la mappa che fa il tipo che te porta a roba da magná, tipo l’altro giorno so riuscito a capì andó stava e appena sotto casa mia gli’ho aperto, io adoro quest’app e la consiglio a chiumque,
Questo è tutto belli kikki",5,False,mepiaceanutella,Er Glovo der Venerdì sera,
2019-06-11 10:46:44,"Il servizio clienti è inesistente e di conseguenza se si ha un qualsiasi problema  sarete abbandonati a voi stessi. Ordinando dal McDonald’s sbagliano sempre costantemente l’ordine (mi è capitato anche  metà ordine mancante su un ordine da più di 20€) e di certo non è colpa di Glovo se sbagliano la preparazione dell’ordine, ma diventa colpa anche di Glovo se non fornisce assistenza ai suoi clienti. È IMPOSSIBILE parlare con un addetto, ti rimandano sempre a inviare mail alle quali non risponderanno mai. Devi sperare di non aver mai problemi, altrimenti puoi considerarli già soldi persi 💸
Vergognoso.",1,False,ɐǝɹpuɐ,Al limite della frode,
2018-11-01 07:10:49,Ieri volevo provare il servizio è ho iniziato a compilare. Ma essendo la prima volta ho fatto degli errori e volevo ritornare indietro o annullare il tutto. Ma purtroppo non è stato possibile con mio stupore. Ma la cosa vergognosa è stata la telefonata che mi imponevano di acquistare quello che avevo ordinato perché non c’era modo di annullare !!!! Per la prima volta ci si aspetta collaborazione e modi diversi per assecondare il cliente. Poi ho riprovato con un altro ordine e le cose arrivate a casa erano tutte sbagliate ! Spero per voi che sia solo un caso isolato ! Mai più !,1,False,bravo1530,Cose da matti,
2020-01-26 21:25:16,"Pizza buona, rider gentile il problema è chi gestisce il sistema Glovo è il Customer Service inesistente. Ritardo scandaloso, mai più",5,False,lorenxordm,Gestione servizio,
2021-04-04 17:29:31,"Esperienza pessima. Mi iscrivo convinto dei 15€ in regalo usando il codice amico. 
Tento di capire come utilizzare lo sconto, ma le informazioni sono poco esaustive. Provo quindi a inserire 15 euro di prodotti, ma lo sconto non si attiva nonostante ci sia scritto che sia automatico. Provo quindi ad aggiungere 25 euro di prodotto perché immagino si attivi se paghi almeno 10 euro di ordine, ma nulla. Vedo che mi si applica un codice sconto di 3€ completamente a caso. Provo a procedere all’ordine perché penso che lo sconto si attivi durante la fase di pagamento, ma finisco con il pagare 28,45€ senza avere nemmeno i 3€ di sconto che erano comparsi prima. 

Sarebbe stato comodo poter chiedere informazioni e avere qualcuno con cui parlare per riuscire a fare tranquillamente il mio ordine, con lo sconto promesso e sfamare il mio stomaco. 

Meno male che il locale non è stato veloce ad accettare l’ordine o avrei dovuto pure pagare per un servizio non svolto e pessimo. 

Meglio deliveroo e Just Eat.",1,False,Sniperichigo,Il peggio del food delivery,
2019-12-12 21:56:18,"Ho adorato questa app dal primo momento... fino a qualche settimana fa. Non so perché ma ho un qualche problema... al momento del pagamento, mi dice che c’è un problema. Non rubano soldi eh, ti avvertono. Ci resto un po’ male, perché questa è l’app migliore che c’è in giro. Spero sia un problema temporaneo.",5,False,Maria1748492872739,Amore per la vita,
2019-07-20 20:08:42,"Premetto che è il primo e unico ordine che ho fatto e ho richiesto un servizio a poco più di 3km distante dal punto di consegna , il fattorino è stato gentilissimo e mi ha fornito informazioni utilissime su glovo , il cibo è arrivato ancora fumante e ha impiegato meno di mezz ora a consegnare , ordinerò di nuovo !",5,False,Ary160915,Glovo,
2018-06-04 10:30:57,"Ho notato con grande rammarico che nella ultima settimana i prezzi di consegna sono andati da 1.90 a 4,90. Altri app hanno consegna gratis o a molto meno. Peccato, lo usavo spesso ma adesso userò altri app più onesti.",5,False,Vampyre_mi,Era bello e comodo ma prezzo consegna assurdo,
2019-07-20 11:02:54,"Il tasto Per scegliere l’orario è invisibile e Purtroppo a causa di un errore di orario ho dovuto
Annullare nel giro di 30 secondi e Glovo si è trattenuta l’intera cifra dicendo che l’ordine era già stato assegnato a un Glovo. Io non la userò mai più perché mi sento truffata. Potevano trattenere una percentuale e non l’intero ordine.",4,False,Juvezebretta,"Tasto per scelta orario invisibile, e ti fregano i soldi",
2019-12-15 07:44:14,"Devo ammettere che certe app e certi servizi sono proprio utili. Ho utilizzato ieri per la prima volta Glovo e la comodità di non uscire di casa con quel freddo e di vedere tutti i menu sul mio telefono e ordinare in modo così semplice, è valsa le 5 stelle che ho dato e il mio passaparola.",5,False,Vanessa74,Geniale,
2023-01-20 12:29:02,"Ho ordinato in un locale tramite glovo ma che consegnava con proprio rider, quindi non avevo la mappa della posizione del rider ma solo l’orario di consegna, era uno dei pochi con cui potevo pagare anche con i ticket, per quello l’ho scelto, mi arriva la mail: ordine preso in carica dal ristorante…poi inizia l’agonia…l’orario si aggiorna mano a mano così dalle 20:30 arrivo alle 22:00..ho aspettato perchè l’orario continuava ad aggiornarsi, pensavo solo in un ritardo… poi guardo su Google e il ristorante chiudeva alle 22:00, contatto l’assistenza mi annullano l’ordine, non ho potuto più ordinare da nessuna parte, perchè ormai era tardi, qualche giorno dopo parlando con un mio collega, mi dice che anche lui (avendo gli stessi ticket e abitando nella stessa zona capita di ordinare negli stessi locali) ha provato a ordinare in quel locale e anche a lui è capitata la stessa cosa, ora ..oltre al locale osceno, che dovrebbero eliminare..la cosa che mi ha lasciato proprio delusa e che a lui per scusarsi dell’accaduto l’assistenza ha dato, oltre al rimborso della cifra spesa un buono, quindi io sono un cliente di serie “b” ? visto che a me non è stato dato niente per il disagio?",2,False,nickname lau 13!,Assistenza negativa,
2021-02-24 10:06:29,"Vorrei tanto che non ci fossero limiti stabiliti per le consegne. Che ci fosse la possibilità per tutti di ricevere i vantaggi che questa app può dare a chi abita in posti desolati come il mio dove sarebbe più apprezzata, rispetto al servizio offerto nelle grandi città dove tutto è a pochi passi! Sarebbe bello poter ricevere a casa gli acquisti a domicilio(alimentari, farmaci etc) anche quando non ho la possibilità e i mezzi per spostarmi avendo tutto lontano da casa. Vorrei poter usufruire del servizio consegna a domicilio anche io che abito in una delle zone escluse dal servizio di Glovo e da tanti altri ancora...😔",1,False,valeria.dm,Fuori dai limiti di consegna,
2019-10-20 17:14:11,"Abbiamo fatto l'ordine scegliendo tra diverse pizzerie della zona. Ci siamo mossi presto per le 1915. Intanto è cominciata l visione del film di animazione su Netflix e dopo mezz’ora eravamo serviti. Pizze ancora ben calde, corriere gentile e impeccabile. Una serata perfetta. Grazie Glovo 🤗",5,False,pz1968,Pizza con mio figlio e un suo amichetto,
2020-07-30 12:38:44,"Sicuramente la grafica batte di molto altri servizi di consegna a domicilio ma la professionalità è del tutto assente. 
Attenzione per il cliente pari a zero! 
Un’ora per consegnare una vaschetta di gelato, arrivato ovviamente sciolto, dovendo percorrere 50 METRI! Pur avendo tentato di contattare molte volte il servizio clienti e di richiedere un rimborso, gli operatori hanno sempre chiuso la chat con false promesse. 
A dir poco ridicolo che Glovo non disponga di un numero da poter chiamare in caso di necessità! 
Ciò che posso garantire è che non utilizzerò mai più Glovo e mi assicurerò che nessuno dei miei conoscenti lo adoperi",1,False,veronica_bbb,Adoperate altri servizi!,
2019-08-06 11:52:02,Mi trovo sempre bene ad usare Glovo e trovo che io servizio offerto sia adeguato al costo. Aggiungere però la possibilità di poter personalizzare L ordine (ad esempio levare o aggiungere alcuni ingredienti). Consiglio di aggiornare i menù.,5,False,Tedanebet,Bellissima app e giusto costo,
2018-02-09 15:19:43,"perfetto !! ti tiene aggiornato su tutti i passaggi
conosci la persona che ti consegna il tutto con dovuto recapito nome e foto del viso
ma soprattutto segui in tempo reale tutto il viaggio su maps
infine via mail hai il resoconto e la foto dello scontrino che ti consegnano.
OTTIMO DAVVERO !!!!!!!!!!",5,False,franci79it,ottimo davvero !!,
2019-06-25 06:36:48,"Sinceramente non sono insoddisfatta del servizio in sé (che ha comunque delle pecche perché non si può attendere un’ora per un servizio di consegna a domicilio). Sono insoddisfatta perché mi è capitato più di una volta di non ricevere l’intero. L’ultima volta non solo non mi è stata consegnata una cospicua porzione di ordine, ma nel momento in cui ho esposto la mia rimostranza invece di riaccreditarmi la cifra relativa alla parte mancante, mi è stata addebitata. Quindi, doppia beffa perché l’ho pagata due volte senza averla mia ricevuta. Ed ora attendo da più di 10 giorni di avere una risposta in merito.
Vergognosi.",1,False,AmeliaPug,Insoddisfatta,
2020-02-05 07:10:33,"Ritengo i servizi di glovo i migliori nel ramo delivery. Hanno una vasta scelta sia di servizi che di rider simpatici e soprattutto celeri. La nota positiva che spicca maggiormente è il servizio clienti: diretti, esaustivi e soprattutto efficaci nella risoluzione di eventuali problemi comunque mai legati a loro.",5,False,Helel85,La migliore,
2020-01-01 20:36:15,Sinceramente adoro questa app peró sono giá due giorni che provo ad ordinare ma continua a ripetermi che non posso ordinare a causa della forte domanda io capisco che magari ćè confusione peró cavolo non è possibile che già è due giorni che provo ad ordinare ma niente non funziona,5,False,claudia lo presto,Ho fame x colpa vostra,
2019-05-25 12:13:39,"Peccato prima app utile, adesso strana nonostante recepisce i dati della carta al momento del pagamento nonostante tutto a posto compare il testo “problemi con account” potrebbe sembrare sospettoso,comunque ritenterò se andrà nuovamente male , sarà eliminata Peccato ripeto!",5,False,Doctorwoman,MAH!,
2020-12-04 18:18:08,"Ho usato la app per inviare del cibo pronto ai miei parenti. Tra la richiesta di arrivo del fattorino e la ricezione del pacco non è passata nemmeno un’ora, anzi forse nemmeno 40 minuti. Flavio il corriere è stato gentilissimo sia con me che con chi ha ricevuto il pacco. Grazie mille, lo userò sicuramente ancora e ancora e ancora",5,False,giulia3333333,Primo utilizzo servizio,
2020-01-11 21:01:57,L’ordine non è mai arrivato e non è stato possibile ottenere il rimborso perché il servizio clienti non ha mai risposto. Vergognosi!,5,False,fede.standswithafist,Servizio pessimo!,
2020-09-13 15:42:01,"Il cibo è sempre buono e apprezzo molto l’idea che il cibo ti venga portato ovunque tu sia. Però l’organizzazione è pessima!!!Ho ordinato il Mc Donald e ho ordinato molti pezzi perché c’erano anche degli amici. Arriva il corriere e aveva solo metà dell ordine, dopo 1 ora arriva un altro corriere in bicicletta con il resto. Per migliorare questo servizio io consiglio di fornire mezzi veloci ai corrieri, e di stabilire un MAX di pezzi da ordinare. MIGLIORARE L’ORGANIZZAZIONE",3,False,difficile uso dei movimenti,Burro fritto in salamoia,
2020-04-16 09:45:14,"Questa volta è andato tutto bene e non mancava nulla nella consegna prodotti, ma la volta scorsa mi sono stati consegnati molto prodotti in meno e la restituzione della somma non è avvenuta su carta credito così come richiesto ma in un voucher che ho poi riutilizzato ? Questo non è giusto !
E poi è brutto comunicare con assistenza clienti solo
 mezzo mail e non esiste un call  center",4,False,vicgiuly,Tutto è bene quel che finisce bene,
2020-01-07 19:18:20,"Fatto ordine sul glovo mi arriva la conferma, lo aspetto per due ore ma niente ...
Contatto servizio clienti glovo dove ragazzo mi dice : stia tranquilla i suoi soldi sono sul suo conto!!? 
Chiamo il locale e mi ride in faccia : eh che ordine il qui non ho niente.

Servizio clienti pessimo e irrispettoso, vergogna",5,False,japakozar,Ma come siamo messi?,
2018-12-14 19:42:13,L app é davvero fantastica se vi dovete iscrivere usate il codice 174BJ9R per avere 5€ di buono sconto !,5,False,mora__90,Fantastica,
2019-10-13 17:30:11,"Mi é stato bloccato l’account per non so che motivo e ora che avvio la procedura di sblocco, mi dice che devo fornire carta di identità e carta di credito .. poi verrà preso in considerazione ... volevo usare Glovo stasera ma vedo che la procedura é farraginosa e lunga ... dovrò passare a Deliveroo o altri evidentemente. Consiglierei di rivedere i processi di controllo perché avendo già il mio cellulare non capisco perché debba ridarvi tutto... É più veloce la procedura di una banca...

Per le consegne invece si é mostrato valido.",2,False,Stebar01,Procedura di sblocco farraginosa,
2020-11-25 10:10:08,"Devo dire che l’applicazione è sviluppata bene e funziona benissimo, sono veloci nelle consegne è il cibo presente su Glovo è di un altro livello inoltre vi è anche la possibilità di fare la spesa e anche di acquistare prodotti di farmacia.
Usate questo codice per ricevere 12€ di credito gratis iniziali: 1FAYXTM",5,False,giandj,Molto molto carina,
2019-10-28 18:10:49,"Da quando ho scoperto Gloovo ho smesso di usare altre app per ordine di cibo da asporto. Servizio sempre efficiente e puntale, buona l'idea di poter valutare in maniera separata il fattorino ed il ristorante. Il cibo arriva sempre super veloce e super caldo. Per me la numero uno.",5,False,Eleonora Romaniello,Migliore App di cibo da asporto,
2020-11-09 14:14:21,"Mi è capitato già due volte che i corrieri consegnassero a qualcun altro il mio Glovo. Il servizio clienti mi ha rimborsato la spesa ciò non toglie che per due volte sono andato a lavorare ( di notte in Ospedale) completamente digiuno!! I fattorini sono eccessivamente “tonti”, sbagliano indirizzi, non trovano il citofono, non capiscono il piano ecc ecc. tutti dati che compaiono sulle impostazioni di consegna della mia app.  Trovo molto meno disservizi con altre compagnie di delivery, non fosse altro che sono più presenti  e con ragionevoli metodi di scuse concrete",2,False,Ilghiblyblogger,Mancate consegne,
2019-11-21 21:23:00,Dopo un disguido dove mi è stato consegnato l’ordine di un altro vicino di casa.... l’autista dell’ordine sbagliato è stato 40 minuti fermo in attesa di una telefonata dal centro assistenza e io fermo con lui xke non voleva restituirmi i soldi dell’ordine sbagliato... fortunatamente il mio ordine con Luca è andato a buon fine per la reattività di Luca stesso nel contattare urgentemente l’assistenza .... ma dovete migliorare... se si chiude un ordine non è possibile che l’operatore non abbia modo di recuperare almeno i referenti.... disservizio completo.... disorganizzati e lenti nel risolvere il problema ... grazie,1,False,VittyV,Servizio clienti,
2019-01-17 20:30:44,"In nessun modo nella app e’ possibile controllare l’ordine che hai appena fatto. 
Per questo ho ordinato la stessa cosa due volte, credevo che il primo ordine non fosse partito. Peccato che per cancellare un ordine, chiaramente sbagliato, Glovo ha voluto 3,60 euro!!! Per cosa poi non si capisce visto che l’ho annullato 5 minuti dopo l’ordine,  giusto il tempo che il servizio clienti rispondesse alla mia chat!",3,False,Papacchiotto,Pessimo,
2018-02-20 10:53:48,"Ottima app, facilissima da usare.
Mai avuto problemi, con nulla, avendola usata molte volte per consegne di cibo o dalla farmacia o fiori e anche per il servizio di “pony” con le mie chiavi portate da un indirizzo ad un altro. Tutto preciso.",5,False,GaiaAle27,Ottimo,
2020-02-28 07:20:42,"Anche questa volta consegna rapidissima in 25 minuti. Anche se abitiamo in zona di sensi unici in cui è difficile arrivare anche con il taxi l’incaricato ha seguito percorso rapido. 
Le pietanze ancora calde in quanto in busta distinta da quelle fredde. Bibite ben sigillate.  Siamo contenti.
Grazie",5,False,kookasab,Ottimo servizio di consegna.,
2018-02-11 19:18:03,"Bravissimi, ormai l'unica app di delivery che uso. Avrò fatto ~50 ordini in 6 mesi.

Di recente una lieve flessione nella qualità del servizio dei Glover (firmano loro le ricevute, ecc.), ma sono sicuro che è un assestamento per tornare al massimo come sempre.

Grandi!",5,False,Carlo1401,Numeri 1,
2018-07-19 11:13:16,"1. Non tutte le zone sono supportate
2. Chi riceve l’ordine non da’ una tempistica. Io ordino principalmente cibo per pausa pranzo. Necessito di sapere se per la consegna sia stimato un tempo di 1 ora o 5 minuti o 3 ore. Traffico a parte il ristorante deve dare un tempo di preparazione",4,False,0rtica,2 problemi a mio avviso,"{'id': 4335125, 'body': 'Actualmente operamos dentro del área de las ciudades, que puedes ver haciendo clic aquí:\n**Ciudades Glovo**\nAunque estamos trabajando duro para poder cubrir más zonas en breve, queremos crecer **garantizando un servicio rápido y excelente** :)\n\nSi te parece, dinos cuál es tu zona para que, cuando lleguemos, ¡te avisemos!\n\nGlovo App', 'modified': '2018-07-21T03:16:42Z'}"
2018-06-18 16:59:16,"Ho annullato il mio ordine, ancora non era in preparazione e mi hanno scalato i soldi . Sono 2 giorni che scrivo all ‘assistenza ho mandato screenshot della mia carta . Ma loro continuano a insistere che non hanno scalato nulla .domani mi rivolgo al mio istituto finanziario per risolverela questione. Non ordinerò mai più con Glovo . Fate attenzione... quando annullate L’ ordine!!!  vi scalano dalla carta poi arriva una mail che dice totale da pagare 0 . E vi ritrovate a discutere e con soldi scalati è mai rimessi ... non era da rimborso. Una vera e propria truffa !!!!!!",1,False,Robertalabiondina,Attenzione!,"{'id': 3898343, 'body': 'Ciao!\n\nCi scusiamo molto se il tuo ordine non è andato come speravi. Scrivi attraverso il form di contatto https://form.jotformeu.com/glovoapp/es-live-ops e troveremo la migliore soluzione.\n\nSiamo sicuri che se ci dai un’altra possibilità la tua esperienza con Glovo sarà migliore\n\nGrazie per aver scelto Glovo!\n\nGlovo App', 'modified': '2018-06-19T18:10:35Z'}"
2017-10-06 17:06:04,AMPLIATE IL SERVIZIO A TORINO,5,False,Fede_28,AMPLIATE IL SERVIZIO A TORINO,
2020-05-09 14:22:36,"Scrivo una recensione dopo mesi che uso glovo... nei vari intoppi, ritardi e cancellazioni, quello che è successo ieri mi ha davvero fatto arrabbiare e ho deciso dunque di cancellare account e app poiché non desidero più utilizzare questo servizio:
Corriere incompetente che non trova il palazzo, app in palla che non mi fa effettuare chiamate al corriere per raggiungerlo, con conseguente cancellazione dell’ordine senza rimborso!
Morale della favola? 30€ buttati!
Dopo miliardi di tentativi di mancato aiuto dal servizio clienti, ho deciso di arrendermi!!!
...E il corriere si è pure mangiato la mia cena ... ma VAFFANGLOVO 😂",1,False,DELETEO,Ordine annullato e non rimborsato,
2019-04-05 10:51:09,"Faccio un ordine prima di prendere un treno guardo l’orologio e dico si dai un ora e mezzo ci sto dentro bene... consegna da ritiro a destinazione più di 50 minuti per un km forse due... 
magari se alcuni gloover non stessero fissi al cel o a farsi i cavoli loro quando hanno l’ordine da consegnare...
Scegliete meglio i collaboratori",4,False,Superfili80,App bella intuitiva ma la consegna,
2018-05-20 08:11:05,"Purtroppo i prezzi dei prodotti sono nettamente più alti rispetto quelli in negozio fisico, in più utilizzando personalmente l’app solo per le ordinazioni Mc Donald, i prodotti non risultati aggiornati.
Di tutto questo però, si deve dire ce la spedizione è veloce e il monitoraggio del fattorino corretto.",4,False,kfrommercury,App intuitiva e ben fatta ma...,"{'id': 3528408, 'body': ""Ciao!\n\nCi spiace per il disagio causato da alcuni errori (che stiamo risolvendo) dell'applicazione.\nStiamo lavorando perché il servizio migliori ogni giorno.\nIntanto grazie per il feedback e per scegliere Glovo!\n\nTi auguriamo una buona serata.\n\nMarco F.\n\nGlovo App"", 'modified': '2018-05-20T17:11:43Z'}"
2019-12-11 18:55:41,"La prima volta si dice non si scorda mai !
Abito a Milano , ma in una via interna , questo per consegnare qualsiasi cosa è un dramma .
Eccezionale invece il ragazzo che mi ha trovata subito !
Splendida l’app a buon mercato anche la consegna , il cibo ottimo , ma quello dipende da te .
Consigliatissimo !!!!tutto eccellente",5,False,La toufle,La prima volta,
2019-09-15 20:39:55,"Nonostante le scuse della pizzeria che ha fatto ben due volte la pizza a causa del ritardo del driver... non risponde al telefono indicato e tanto meno il calo center in chat...niente da fare 
... bisogna annullare l’ordine e il servizio clienti risponde dopo 2 ore...
NON SONO SERI!!!!!",5,False,Fdfghjfdcc,Puoi anche morire di fame,
2018-09-29 11:08:31,"Oggi ho ordinato per la prima volta e ho scelto il Mc Donald’s. La consegna è arrivata nei tempi giusti, nessun problema con il pagamento e l’ordine era al completo, non mancava nulla. 
Ordinerò sicuramente di nuovo, sono davvero soddisfatta.",5,False,VictoriaCanto,Soddisfatta,
2019-06-30 22:17:22,"Nulla da dire sull’app perché sviluppata molto bene, molto efficiente ed intuitiva.
Per quanto riguarda Glovo invece il servizio è veramente pessimo. Nell’ultimo periodo non ho mai ricevuto quanto ordinato! A parte gli ordini sbagliati, la cosa più grave è stata un ordine erroneamente segnato come consegnato (ovviamente io non avevo ricevuto nulla) e nessuna risposta alla mia richiesta di assistenza né nessun rimborso ottenuto. 
Dopo varie brutte esperienze ho deciso di non utilizzarlo più, a malincuore, perché l’unico con una così vasta scelta di ristoranti e altro.",1,False,SimoV89,"App fatta molto bene, servizio pessimo",
2021-03-28 21:28:55,"Premetto che uso questo servizio da tempo e mi sn sempre trovato bene, questa sera avevo ordinato un glovo e pur trovandomi con un problema di pagamento mi sono venuti incontro lo consiglio a tutti di utilizzare questa app le consegne sono sempre puntuali e nn ho mai avuto problemi stefano",5,False,stiven86,Gentilissimi,
2018-07-15 21:08:03,"Ho ordinato stasera ma L app deve essere aggiornata perché quando inserisci L indirizzo non accetta 16bis ....18A o pensate a chi ha gli interni.... int1...int2...
Ogni volta che ordino devo scendere in strada e andare al condominio vicino.
Risolvete in fretta perché perdete utenti per una pecca così piccola ma importante !",4,False,chiara_danese,Ottimo servizio ma manca qualcosa,
2019-07-04 01:08:29,"Finalmente un applicazione che mi consente di ordinare senza dover mettere la mia carta di credito/ dover ricaricare la prepagata. Scelta vastissima, Mc Donald’s sempre disponibile e non solo! Puoi davvero ordinare tutto quello che vuoi se si puo trasportare in moto... loro te lo portano... complimenti 😊",5,False,Semcock,FINALMENTE!,
2019-07-19 14:35:23,"L’app è ottima, ogni volta sono molto gentili. Oggi per sveglio ho ordinato una cosa 2 volte, non sapevo come cancellarla ed ero un po’ in ansia perché non sapevo se mi avrebbero portato entrambi gli ordini, poi per fortuna mi hanno chiamata e l’hanno cancellato. Consiglio a tutti quest’app.",5,False,Beatrice Nogara,App fantastica,
2018-12-04 20:44:26,"Come da titolo: l’app è ottima, ben fatta, curata... unico neo la mancanza di pagamento con PayPal.

Il servizio invece semplicemente non funziona, cambiati 3 corrieri con ordine pronto da 50 minuti, e martedì sera, non sabato. Inutile dire che è arrivato tutto freddo. Proprio perché l’app è fatta bene, era possibile vedere in tempo reale i corrieri che si allontanavano sempre di più dal punto di prelievo dell’ordine... ironia della sorte.

Unica cosa devo dire il servizio clienti via chat è veloce e mi ha rimborsato due consegne per il disguido.",1,False,ununquadium,"App ottima, servizio pessimo",
2020-09-08 18:01:59,"Ho dovuto aspettare una mezz’ora perché, nonostante avessi specificato con che banconota avrei pagato e in contanti , il corriere non aveva il resto. Non è assolutamente stata colpa sua, ma è un errore inaccettabile da parte di una compagnia di consegne (e ho lavorato anche io facendo consegne) che non venga fornita l’informazione al corriere. 
Ho aspettato perché potevo, ma se avessi avuto fretta cosa avrei dovuto fare?
Poi magari la colpa ricade anche sul ragazzo che non ha nessun torto considerando che mi ha spiegato e fatto vedere che non viene riferito questa informazione nell’ultimo periodo.",1,False,l71u,Inaccettabile che il corriere non abbia il resto,
2019-06-15 14:06:08,Se devo essere sincero troppo lenti se ogni volta che ordino qualcosa devo aspettare quasi un’ora se non di più e poi non capisco come mai dalla pubblicità dite che il primo ordine È gratis ma dove scusa ad oggi ho lasciato anche più del dovuto,5,False,pindevil69,Lentissimo,"{'id': 9292269, 'body': 'Hola,\n\nTe agradeceríamos que enviaras un email a appstorereviews@glovoapp.com con más detalles para que podamos ayudarte personalmente y resolver el problema.\n\nSi es posible, envíalo desde la misma dirección de email registrada en tu cuenta de Glovo.\n\n¡Quedamos a la espera de tu mensaje!', 'modified': '2019-06-21T21:03:38Z'}"
2019-02-10 21:23:19,"Più volte è stato sbagliato il mio ordine!
Ultimo ennesimo errore nel mio ultimo errore da Esselunga... tutti i prodotti sbagliati e portati a destinazione con un ritardo di un’ora e in più tutta la spesa ridotta in condizioni pessime!!!
Dovete assolutamente migliorare!!!",5,False,Beppe_982,SERVIZIO PESSIMO!!!,
2019-05-18 20:14:43,"La seconda volta in su due ordini con un’ora e trenta di ritardo, unico modo per contattarli una chat a cui rispondo a volte se hanno voglia. Il ‘Glover’ si è perso 3 volte nel palazzo (non facile, chapeau), oltretutto il cibo era pronto da tempo ed è arrivato freddissimo e poco invitante.
Mannaggia a me e quando ho provato quest’app che ha un design così carino, fatto apposta per fare abboccato clienti per fornire servizi scadenti e non prendersi alcuna responsabilità (‘non è colpa nostra’, mi sento ripetere su quella inutile chat ogni volta). Soldi buttati, grazie mille regà.",1,False,Alesssssss11111222333,Senza parole,
2020-04-10 14:48:00,"La spedizione express è andata benissimo. Il signore che è venuto a prendere il mio pacco è stato puntualissimo e molto gentile! Ha portato il mio pacco in pochissimo tempo rendendomi felicissima! È un modo per connettere le persone, per darci la possibilità di mandarci regali anche se siamo lontani! Grazie!",5,False,alcheche,Spedizione express,
2020-05-14 06:42:11,Io ho fatto una 1ª esperienza ed è andata abbastanza bene... ‘abbastanza’ perché 1º al PREORDINE VIA MAIL NON INDICATE L’importo totale ma solo il locale e il contenuto e contestualmente hanno SUBITO addebitato l’importo alla carta; 2) NON C’è UN’ASSISTENZA TELEFONICA GENERALE ma SOLONOBBLIGATA DA PRE-ARGOMENTI CHE NON ERANO QUELLI A ME RISPONDENTI! 3)Ho scritto via mail ieri sera.... IL SILENZIO!! Siate più precisi e più FLESSIBILI! Saluti; RF,3,False,Diddino,Servizio Discreto... manca qualcosa per essere TOP,
2019-12-08 21:57:43,"È tutto buono solo che dovrebbero migliorare il sistema di prenotazione e permettere di aggiungere o togliere gli ordini durante la preparazione , cosi si evita di far fare viaggi e di spendere soldi in piu a chi prenota se sbaglia ...",5,False,vince_0c,Migliorare la prenotazione,
